img,index,title,url,year,rating
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,160,Hera Pheri,/title/tt0242519/,2000,8.2
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,161,Neon Genesis Evangelion: The End of Evangelion,/title/tt0169858/,1997,8.2
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,162,"Lock, Stock and Two Smoking Barrels",/title/tt0120735/,1998,8.2
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,163,L.A. Confidential,/title/tt0119488/,1997,8.2
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,164,Heat,/title/tt0113277/,1995,8.2
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,165,Casino,/title/tt0112641/,1995,8.2
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,166,Everyone Has Their Own Style,/title/tt0109117/,1994,8.2
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,167,Unforgiven,/title/tt0105695/,1992,8.2
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,168,Indiana Jones and the Last Crusade,/title/tt0097576/,1989,8.2
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,169,My Neighbor Totoro,/title/tt0096283/,1988,8.2
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,170,Die Hard,/title/tt0095016/,1988,8.2
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,171,Ran,/title/tt0089881/,1985,8.2
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,172,Raging Bull,/title/tt0081398/,1980,8.2
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,173,Stalker,/title/tt0079944/,1979,8.2
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,174,The Message,/title/tt0074896/,1976,8.2
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,175,Sholay,/title/tt0073707/,1975,8.2
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,176,Monty Python and the Holy Grail,/title/tt0071853/,1975,8.2
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,177,Chinatown,/title/tt0071315/,1974,8.2
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,178,Andrei Rublev,/title/tt0060107/,1966,8.2
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,179,The Great Escape,/title/tt0057115/,1963,8.2
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,180,Yojimbo,/title/tt0055630/,1961,8.2
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,181,Judgment at Nuremberg,/title/tt0055031/,1961,8.2
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,182,Some Like It Hot,/title/tt0053291/,1959,8.2
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,183,Wild Strawberries,/title/tt0050986/,1957,8.2
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,184,The Seventh Seal,/title/tt0050976/,1957,8.2
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,185,Dial M for Murder,/title/tt0046912/,1954,8.2
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,186,Tokyo Story,/title/tt0046438/,1953,8.2
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,187,Ace in the Hole,/title/tt0043338/,1951,8.2
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,188,Rashomon,/title/tt0042876/,1950,8.2
https://m.media-amazon.com/images/G/01/imdb/images/nopicture/large/film-184890147._CB470041630_.png,189,All About Eve,/title/tt0042192/,1950,8.2
